V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q42,Q3,Q103,35p.u_35r.u_b,35p.u_30r.u_b,35p.u_25r.u_b,35p.u_20r.u_b,35p.u_15r.u_b,35p.u_10r.u_b,35p.u_05r.u_b,30p.u_35r.u_b,30p.u_30r.u_b,30p.u_25r.u_b,30p.u_20r.u_b,30p.u_15r.u_b,30p.u_10r.u_b,30p.u_05r.u_b,25p.u_35r.u_b,25p.u_30r.u_b,25p.u_25r.u_b,25p.u_20r.u_b,25p.u_15r.u_b,25p.u_10r.u_b,25p.u_05r.u_b,20p.u_35r.u_b,20p.u_30r.u_b,20p.u_25r.u_b,20p.u_20r.u_b,20p.u_15r.u_b,20p.u_10r.u_b,20p.u_05r.u_b,15p.u_35r.u_b,15p.u_30r.u_b,15p.u_25r.u_b,15p.u_20r.u_b,15p.u_15r.u_b,15p.u_10r.u_b,15p.u_05r.u_b,10p.u_35r.u_b,10p.u_30r.u_b,10p.u_25r.u_b,10p.u_20r.u_b,10p.u_15r.u_b,10p.u_10r.u_b,10p.u_05r.u_b,05p.u_35r.u_b,05p.u_30r.u_b,05p.u_25r.u_b,05p.u_20r.u_b,05p.u_15r.u_b,05p.u_10r.u_b,05p.u_05r.u_b,35p.u_35r.d_b,35p.u_30r.d_b,35p.u_25r.d_b,35p.u_20r.d_b,35p.u_15r.d_b,35p.u_10r.d_b,35p.u_05r.d_b,30p.u_35r.d_b,30p.u_30r.d_b,30p.u_25r.d_b,30p.u_20r.d_b,30p.u_15r.d_b,30p.u_10r.d_b,30p.u_05r.d_b,25p.u_35r.d_b,25p.u_30r.d_b,25p.u_25r.d_b,25p.u_20r.d_b,25p.u_15r.d_b,25p.u_10r.d_b,25p.u_05r.d_b,20p.u_35r.d_b,20p.u_30r.d_b,20p.u_25r.d_b,20p.u_20r.d_b,20p.u_15r.d_b,20p.u_10r.d_b,20p.u_05r.d_b,15p.u_35r.d_b,15p.u_30r.d_b,15p.u_25r.d_b,15p.u_20r.d_b,15p.u_15r.d_b,15p.u_10r.d_b,15p.u_05r.d_b,10p.u_35r.d_b,10p.u_30r.d_b,10p.u_25r.d_b,10p.u_20r.d_b,10p.u_15r.d_b,10p.u_10r.d_b,10p.u_05r.d_b,05p.u_35r.d_b,05p.u_30r.d_b,05p.u_25r.d_b,05p.u_20r.d_b,05p.u_15r.d_b,05p.u_10r.d_b,05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,35p.u_r.nc_b,30p.u_r.nc_b,25p.u_r.nc_b,20p.u_r.nc_b,15p.u_r.nc_b,10p.u_r.nc_b,05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder
R_1F3uBbOyW8tqdie,Default Response Set,Anonymous,,,172.88.192.32,0,2020-03-26 16:15,2020-03-26 16:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,3,6,4,1,1,3,3,1,70,30,2,1,1,2,2,23,22,4,4,50,50,53,50,20,20,18,20,"I think of the relative good it would do for them. For example, a 20% increase in wealth for the poor and 20% decrease for the rich would have much different effects. For the poor people, this could mean they would now have ""liveable"" wages, while a billionaire/multi-millionaire would still be able to live comfortably with a decrease.",1,2,1,2,1,4,6,2,6,6,2,3,2,2,6,5,6,5,1,25,4,13,2,1,2,1,,48,,1,1,5
R_2Wv4b3Dpz07BAwc,Default Response Set,Anonymous,,,72.189.98.201,0,2020-03-26 16:19,2020-03-26 16:31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,4,7,4,4,4,4,4,1,75,25,2,2,1,2,2,23,25,5,5,50,50,54,50,22,22,18,22,"i was considering the poor category. as long as it would benefit the people on the bottom more than the rich, then i was for it",1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,28,2,2,4,4,4,2,1,47,,1,1,6
R_2aLHUrMDplQzwpL,Default Response Set,Anonymous,,,98.230.60.199,0,2020-03-26 15:59,2020-03-26 16:33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,1,6,1,1,1,1,1,1,90,10,2,2,1,2,2,23,23,5,5,50,50,54,50,22,22,18,20,"In my opinion, any policy that increases the wealth of the poor or decreases the wealth of the rich is a good policy. I think there should be a cap on income and all Billionaires should have to redistribute their wealth. Jeff Bezos is a great example of everything wrong with capitalism. He does nothing but exploit cheap labor to further his personal wealth. I don't care how many jobs he creates if those jobs pay shit and treat it's employees like cattle. Unfortunately,that is basic protocol for most billionaries these days. /  / Theres an old saying "" Capitalism: Teach a man to fish, but the fish he catches aren't his. They belong to the person paying him to fish, and if he's lucky, he might get paid enough to buy a few fish for himself."" /  / I am just completely fed up with the state of affairs. The US spends hundreds of billions of dollars a year, but we can't afford UBI or universal healthcare? Ok, sure. Croney Capitalism HAS to end. / ",1,1,1,2,1,7,7,2,7,7,1,1,1,2,7,7,7,6,1,33,1,9,1,1,1,2,1,45,,1,1,8
R_2wT8xm5utr2wMXs,Default Response Set,Anonymous,,,104.37.174.81,0,2020-03-26 16:18,2020-03-26 16:35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,5,6,5,6,7,6,7,1,70,30,2,2,2,2,2,29,28,5,5,54,53,54,53,22,21,22,21,we are assessing the hypothetical political policies to the factors were you considering about thinking to the deciding to vote for election ,1,7,7,7,6,6,7,2,7,6,7,6,7,6,7,6,7,6,1,62,2,8,4,1,3,1,,46,,1,1,1
R_1GQfpjBqxkhaOqL,Default Response Set,Anonymous,,,37.221.112.102,0,2020-03-26 15:54,2020-03-26 16:37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,7,7,5,4,4,4,4,1,60,40,2,2,1,2,2,28,27,5,5,50,50,54,50,18,18,18,21,"Any economic policy that favors the poor without the rich taking a fall for it, or if the fall is trivial. I mostly preferred a win-win approach for all. But when I was faced with a dilemma, I would choose the poor over the rich because the rich  have a cushion against any adverse effects.",1,3,6,7,7,3,1,2,6,1,6,7,7,7,6,2,5,2,1,29,2,7,3,3,5,1,,45,,1,1,6
R_2Vmud9ejwzgazvU,Default Response Set,Anonymous,,,24.181.141.15,0,2020-03-26 16:08,2020-03-26 16:37,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,5,5,5,3,5,3,,4,1,65,35,2,2,1,2,2,27,27,5,4,50,50,53,50,18,18,19,21,I dontthink we should have to take away from the rich. but I feel we need to give poor the best policies that help them.,1,2,2,2,2,6,3,2,2,4,3,6,3,4,7,6,6,4,2,51,1,1,4,5,5,4,2,,2,1,1,9
R_dhj8f8AqRmyuXIJ,Default Response Set,Anonymous,,,73.228.49.240,0,2020-03-26 16:22,2020-03-26 16:37,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,2,7,2,2,2,2,2,1,90,10,4,2,1,2,2,23,22,5,5,54,50,54,50,22,22,18,18,How it would benefit the American people.  ,1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,1,28,6,5,2,2,2,1,,48,,1,1,5
R_24wLoFIpfJpcoXE,Default Response Set,Anonymous,,,108.218.178.164,0,2020-03-26 16:26,2020-03-26 16:39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,26,5,5,2,4,2,2,3,1,75,25,2,2,2,2,2,25,24,3,2,50,50,51,51,20,21,18,18,If it helps the overall population or not. Especially those who are less fortunate compared to those who are well off.,1,2,4,4,3,6,7,2,7,6,1,2,2,2,7,7,7,7,1,34,4,10,5,4,5,2,2,,2,1,1,6
R_1MNff6Qe1nNqKhZ,Default Response Set,Anonymous,,,71.58.90.56,0,2020-03-26 16:26,2020-03-26 16:40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,3,7,7,1,4,4,4,1,90,10,2,2,1,2,2,23,22,5,5,50,50,54,50,20,21,18,20,"I was considering how much it would bring the poor up, and sometimes at what cost to the rich (the ""job creators"") and tried to balance it. If it was too detrimental to the rich, and the factor of raising the poor's wealth wasn't high enough, I wouldn't approve of the policy. ",1,1,2,1,1,6,7,2,6,7,1,1,1,1,7,7,7,7,2,33,1,6,2,2,1,1,,49,,1,1,7
R_25KmiDWuo69kfyr,Default Response Set,Anonymous,,,184.176.64.201,0,2020-03-26 16:18,2020-03-26 16:42,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,7,5,5,1,1,1,1,1,100,0,4,2,1,2,2,23,22,5,5,51,50,53,50,18,18,18,18,Basically I was factoring in the fact that the rich is really losing nothing compared to the poor.  So them losing in any amount really isn't that big of a deal since they are already rich as oppose to a poor person where even $5 can make a change in thier life. ,1,1,1,1,1,7,7,2,7,7,1,7,1,7,7,7,7,7,2,34,2,6,4,5,1,1,,45,,1,1,7
R_3I9PHdW65a8x02O,Default Response Set,Anonymous,,,72.129.129.92,0,2020-03-26 16:27,2020-03-26 16:43,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,,2,2,3,3,4,4,6,1,70,30,4,2,1,2,1,24,22,4,4,50,50,53,50,18,18,20,20,"I did not want to decrease the wealth of rich people by very much. I was uncomfortable with the wealth of rich people increasing by a lot, even if the wealth of poor people also increased. ",1,1,1,1,1,6,7,2,7,7,1,3,2,5,7,6,6,6,2,61,1,1,2,1,3,1,,45,,1,1,8
R_24x9PHm5ge6e3wu,Default Response Set,Anonymous,,,24.17.218.74,0,2020-03-26 16:34,2020-03-26 16:44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,14,1,1,1,1,1,1,1,1,50,50,2,2,2,1,1,29,28,4,3,50,50,52,50,18,18,18,20,"fairness, not taking from one to benefit another",1,6,7,7,7,4,1,2,2,2,7,7,7,7,1,1,1,7,1,56,1,15,7,7,7,3,,,7,1,1,4
R_1QEn1aQz2RGi0I6,Default Response Set,Anonymous,,,66.220.111.178,0,2020-03-26 16:31,2020-03-26 16:44,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,5,6,6,4,4,7,5,1,90,10,2,2,2,2,2,23,22,4,3,50,50,50,50,20,20,18,18,"I was thinking about how to even the gap a bit, but not necessarily take away so much from the rich. A lot of people have worked hard for their money or have been smart enough to figure out how to invest, I don't think it is necessarily right to decrease their income. ",1,1,1,5,1,7,7,2,7,7,3,2,3,3,7,5,5,5,2,37,1,14,2,1,5,1,,48,,1,1,4
R_bd5mfjN5kLUFvcR,Default Response Set,Anonymous,,,174.21.80.150,0,2020-03-26 16:26,2020-03-26 16:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,,2,4,7,1,1,2,2,1,95,5,2,2,1,2,2,23,22,4,3,50,50,52,50,22,22,18,18,"If it benefited the poor and didn't give the rich too much of a boost. It's all about percentages, so they're not equal gains.",1,6,5,5,7,2,7,2,1,6,1,1,1,1,5,7,6,7,1,38,1,6,2,2,1,1,,44,,1,1,7
R_3rZM0ARI9aMlbTe,Default Response Set,Anonymous,,,68.96.68.97,0,2020-03-26 16:26,2020-03-26 16:45,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,,5,5,4,4,4,4,4,1,80,20,4,2,1,2,2,23,22,4,4,50,50,53,50,20,20,20,20,How much benefit versus loss each would be getting,1,3,3,3,3,6,6,2,3,5,2,3,3,3,5,5,5,6,2,24,1,8,2,2,2,1,,47,,1,1,4
R_6fKHSmQKYIwxCyB,Default Response Set,Anonymous,,,68.205.180.193,0,2020-03-26 16:28,2020-03-26 16:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,,6,6,1,1,1,2,2,1,90,10,2,2,1,2,2,26,25,4,3,50,50,50,50,18,18,21,18,I was thinking about average financial people in the united states and how they are affected now and how the policy would help them. ,1,5,4,3,3,6,6,2,5,5,2,2,2,2,6,6,6,6,1,23,2,3,4,4,4,1,,47,,1,1,5
R_3dMncFttW6LuNFj,Default Response Set,Anonymous,,,192.180.12.203,0,2020-03-26 16:33,2020-03-26 16:46,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,,4,5,6,4,3,3,5,1,90,10,2,1,1,1,1,27,27,4,2,52,51,54,54,21,19,20,21,how much they would effect people ,1,5,3,4,5,3,3,2,6,5,4,3,3,5,2,3,4,4,1,22,1,2,4,4,4,2,1,46,,1,1,6
R_1Qmj7w7CCBZe1oa,Default Response Set,Anonymous,,,71.132.254.2,0,2020-03-26 16:21,2020-03-26 16:46,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,6,2,4,3,1,4,4,1,65,35,2,1,1,1,1,23,22,4,3,50,50,53,50,19,18,19,20,I considered whether the poor were helped and whether the drawdown on the rich was too severe.,1,2,3,3,2,6,4,2,6,6,4,3,5,4,7,6,7,4,1,44,1,1,4,5,5,1,,47,,1,1,8
R_1mR9gfbMFE7xsUj,Default Response Set,Anonymous,,,50.105.173.239,0,2020-03-26 16:27,2020-03-26 16:46,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,,4,7,7,2,1,4,3,1,95,5,4,2,1,2,2,23,22,5,5,50,50,54,50,19,21,18,18,"The most important factor to me was increasing the wealth of the poor and, secondly, decreasing the wealth of the rich.",1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,50,1,7,1,1,1,1,,49,,1,1,5
R_3M0ryBKrq545WRG,Default Response Set,Anonymous,,,68.57.106.145,0,2020-03-26 16:27,2020-03-26 16:48,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,,7,5,4,6,1,4,1,1,90,10,2,2,1,2,1,23,22,5,5,50,50,54,50,19,22,18,18,How balanced it was and how much more the poor got.,1,1,1,1,1,7,7,2,7,7,2,1,1,1,7,7,7,7,2,66,1,5,4,4,4,2,1,45,,1,1,3
R_cHpKPub7Zj8d0Fb,Default Response Set,Anonymous,,,72.238.205.220,0,2020-03-26 16:29,2020-03-26 16:48,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,3,7,7,3,3,4,6,1,80,20,2,2,1,2,2,23,22,5,5,50,50,54,50,22,22,18,19,If the poor were helped far more than the rich.  If the poor was helped and was a decrease in the rich then it would be more fair.  If the rich received the same amount of increase or more then it was a no.,1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,2,41,1,1,4,4,4,2,1,43,,1,1,9
R_2S7ZDET7de083AT,Default Response Set,Anonymous,,,73.219.171.53,0,2020-03-26 16:27,2020-03-26 16:48,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,8,26,1,1,1,1,7,4,5,1,10,90,2,1,2,1,1,28,28,5,5,50,50,53,50,18,18,22,18,"Yes I did, I answered according to what I believe that would be right for the United States as a whole. ",1,4,3,5,2,6,6,2,7,4,5,5,6,6,6,4,5,3,2,60,1,7,4,4,4,2,1,43,,1,1,5
R_2Qs3iFjLfhvAt6S,Default Response Set,Anonymous,,,98.196.122.25,0,2020-03-26 16:26,2020-03-26 16:50,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,5,,4,3,4,3,3,3,3,1,70,30,4,2,2,2,2,25,25,4,4,50,50,53,50,18,19,18,20,"I was thinking about making things better for poor people.  I don't really have a problem with rich people.  I have a problem with some of their attitudes.  I have a problem with the huge income chasm that exists between the have's and the have nots.  Being a have not, I favored policies that favored people like me.  ",1,5,3,3,2,6,6,2,6,6,2,2,3,2,5,6,6,6,2,46,1,1,4,3,5,2,1,44,,1,1,8
R_3FPDBln8XGYtfLV,Default Response Set,Anonymous,,,73.93.152.223,0,2020-03-26 16:27,2020-03-26 16:51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,,6,2,2,2,6,2,2,1,60,40,2,2,1,2,2,28,27,4,4,51,52,54,50,18,20,19,18,"i have to admit that I'm apart of the poor class and any kind of relief I would be grateful for. But let us revisit the last economic downturn in history. The major portion of QE and bailouts went to bank and corporations. I'm interested as of this time if we take different approach, that is to bailout the people of this country first and see what kind of affect it will have. Now of course one must be careful not inflame hyper inflation. But we have been in a sort of rut of stagflation the markets were top out so something had to happen. Lets try giving to the poor this time around. ",1,2,3,6,6,7,3,2,7,4,2,5,3,5,7,5,7,5,1,50,1,2,4,4,4,2,2,,4,1,1,9
